"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"3c56f0","EWG7815 ","Germany","1653417366","1653417366","13.2212","41.0932","11582.4","FALSE","222.19","347.7","0",NA,"11955.78","0053","TRUE","0","4"
"3c56f2","EWG6CR  ","Germany","1653417366","1653417367","11.2449","49.7791","10980.42","FALSE","219.02","308.32","0",NA,"11140.44","1000","FALSE","0","4"
"3c56f1","EWG22N  ","Germany","1653417366","1653417366","15.3811","46.2944","11590.02","FALSE","223.85","333.38","-0.33",NA,"11910.06","5532","FALSE","0","4"
"3c56e7","EWG7907 ","Germany","1653417366","1653417366","23.0199","42.5669","10972.8","FALSE","215.05","347.43","0.33",NA,"11323.32","6003","FALSE","0","0"
"a06646","AAL2757 ","United States","1653417337","1653417337","-117.2015","32.7329",NA,"TRUE","0","95.62",NA,NA,NA,NA,"FALSE","0","1"
"406b12","TOM102  ","United Kingdom","1653417166","1653417213","-64.4056","33.6946","13106.4","FALSE","252.49","248.61","-0.33",NA,"13609.32",NA,"FALSE","0","6"
"ada0a1","N9774Y  ","United States","1653417118","1653417118","-92.7211","44.8928","0","FALSE","72.32","320.19","5.2",NA,"822.96",NA,"FALSE","0","0"
"3c56e9","GWI76VT ","Germany","1653417272","1653417272","11.0772","49.4952",NA,"TRUE","0.51","188.44",NA,NA,NA,"1365","FALSE","0","4"
"4d2384","RYR19WB ","Malta","1653417336","1653417340","11.2437","44.5517","259.08","FALSE","74.32","117.63","-4.23",NA,"243.84","1000","FALSE","0","0"
"ace35c","N93AM   ","United States","1653417366","1653417366","-98.6178","41.9209","7040.88","FALSE","133.13","14.09","0",NA,"7124.7",NA,"FALSE","0","0"
"4d2385","RYR3WZ  ","Malta","1653417366","1653417366","9.8728","45.6367","922.02","FALSE","95.84","284.93","-4.88",NA,"944.88","6320","FALSE","0","0"
"4d2386","BOE074  ","Malta","1653417366","1653417366","-120.1818","46.9855","7406.64","FALSE","241.21","111.91","-11.05",NA,"7574.28","4655","FALSE","0","0"
"a0b65d","N145MG  ","United States","1653417366","1653417366","-81.4645","35.8302","8206.74","FALSE","239.29","25.74","-1.95",NA,"8587.74",NA,"FALSE","0","4"
"a8a490","RPA3680 ","United States","1653417366","1653417366","-74.3904","41.4132","2026.92","FALSE","141.05","197.84","-0.65",NA,"2118.36","6220","FALSE","0","1"
"a3aca6","FFT2152 ","United States","1653417366","1653417366","-112.0027","33.7554","2796.54","FALSE","159.27","161.16","-1.3",NA,"2872.74",NA,"FALSE","0","0"
"a96172","FTH703  ","United States","1653417295","1653417298","-110.9347","32.1121",NA,"TRUE","29.32","303.75",NA,NA,NA,NA,"FALSE","0","0"
"a123e0","UAL1620 ","United States","1653417358","1653417366","-89.7337","32.034","10972.8","FALSE","223.7","252.19","0",NA,"11475.72",NA,"FALSE","0","0"
"a1600b","SKW3321 ","United States","1653417346","1653417349","-112.3069","37.7389","11277.6","FALSE","237.9","177.52","0.33",NA,"11582.4",NA,"FALSE","0","4"
"a96171","DAL751  ","United States","1653417366","1653417366","-115.5604","34.7563","10942.32","FALSE","225.23","246.01","-6.83",NA,"11369.04","7336","FALSE","0","5"
"a1e994","N222MT  ","United States","1653417225","1653417225","-72.5081","41.3888","68.58","FALSE","30.11","160.02","-3.58",NA,"144.78",NA,"FALSE","0","0"
"38a1db","AIB02HI ","France","1653417353","1653417353","1.3639","43.6206",NA,"TRUE","0","123.75",NA,NA,NA,"2603","FALSE","0","6"
"44064a","EJU82HY ","Austria","1653417366","1653417366","5.9547","46.4781","3855.72","FALSE","146.83","188.87","-7.15",NA,"3947.16","1000","FALSE","0","1"
"a4dfb9","ERU413  ","United States","1653417357","1653417357","-81.0592","29.1751","-7.62","FALSE","31.98","64.26","-2.28",NA,"7.62",NA,"FALSE","0","0"
"a6fa94","JIA5213 ","United States","1653417366","1653417366","-71.9865","41.6174","10058.4","FALSE","230.2","34.9","0",NA,"10424.16","1622","FALSE","0","4"
"3c5824","IFA1155 ","Germany","1653417365","1653417365","24.2654","45.0678","10972.8","FALSE","224.48","299.97","0",NA,"11247.12","3233","FALSE","0","3"
"a55636","ERU443  ","United States","1653417366","1653417366","-81.1777","29.3344","441.96","FALSE","50.43","178.83","0",NA,"472.44",NA,"FALSE","0","0"
"a0af7c","SKW4674 ","United States","1653417366","1653417366","-81.4871","35.5734","4991.1","FALSE","165.59","321.81","5.53",NA,"5242.56",NA,"FALSE","0","4"
"a0669d","DAL977  ","United States","1653417366","1653417366","-83.4996","42.2371","2125.98","FALSE","140.1","211.18","-5.85",NA,"2209.8","5767","FALSE","0","0"
"a3b3a7","","United States","1653417322","1653417322","-84.281","41.8559","1866.9","FALSE","58.22","313.57","1.3",NA,"1920.24",NA,"FALSE","0","0"
"a243c6","N245NH  ","United States","1653417365","1653417365","-85.6146","38.3958","487.68","FALSE","52.47","208.07","-0.98",NA,"533.4",NA,"FALSE","0","0"
"a23ccb","SKW4076 ","United States","1653417366","1653417366","-115.4488","35.41","10363.2","FALSE","229.98","232.36","0",NA,"10820.4",NA,"FALSE","0","4"
"a4e6c0","AAL685  ","United States","1653417366","1653417366","-86.398","39.7841","10660.38","FALSE","261.65","87.18","0",NA,"11056.62","4143","FALSE","0","0"
"a6d932","GRB978  ","United States","1653417365","1653417366","-82.7185","31.8654","10668","FALSE","243.46","332.3","-0.33",NA,"11193.78","1043","FALSE","0","0"
"4d228e","NSZ4170 ","Malta","1653417366","1653417366","15.1366","57.1649","9441.18","FALSE","254.39","40.32","0",NA,"9502.14","0253","FALSE","0","0"
"a626ae","LFA463  ","United States","1653417365","1653417366","-81.8841","28.7252","518.16","FALSE","60.52","35.31","0",NA,"541.02",NA,"FALSE","0","0"
"a44943","DAL459  ","United States","1653417366","1653417367","-104.5604","44.4514","9753.6","FALSE","242.1","295.15","0.33",NA,"9814.56","2367","FALSE","0","1"
"a506d5","ASA782  ","United States","1653417365","1653417366","-98.1197","42.1666","10668","FALSE","223.52","118.45","0",NA,"10858.5",NA,"FALSE","0","1"
"4d228a","RYR16DF ","Malta","1653417366","1653417366","8.7479","45.578","487.68","FALSE","78.09","348.99","-4.23",NA,"502.92","1000","FALSE","0","0"
"4d228b","RYR73BE ","Malta","1653417365","1653417365","15.1266","40.0931","10683.24","FALSE","223.85","333.38","7.15",NA,"11033.76",NA,"FALSE","0","0"
"a8a473","EJA656  ","United States","1653417366","1653417366","-103.7171","32.8563","7086.6","FALSE","191.3","277.11","-7.48",NA,"7231.38",NA,"FALSE","0","3"
"4d2290","RYR49BQ ","Malta","1653417366","1653417366","9.1572","45.4944","4343.4","FALSE","181.91","126.84","12.03",NA,"4450.08","1000","FALSE","0","0"
"a96157","SIL61   ","United States","1653417365","1653417365","-82.4702","29.2629","4008.12","FALSE","138.95","113.34","-2.28",NA,"4198.62","3407","FALSE","0","0"
"a759cc","N573CM  ","United States","1653417366","1653417366","-100.1583","31.2902","11285.22","FALSE","192.16","98.93","0",NA,"11597.64",NA,"FALSE","0","2"
"a54312","RPA4583 ","United States","1653417366","1653417366","-85.3916","40.1252","9753.6","FALSE","212.54","268.47","0",NA,"10142.22","5302","FALSE","0","4"
"a6893c","JIA5407 ","United States","1653417366","1653417366","-90.8948","34.0586","9448.8","FALSE","266.77","57.84","0.65",NA,"9860.28","3653","FALSE","0","0"
"aaaf39","","United States","1653417190","1653417191","-83.8792","40.0927","548.64","FALSE","69.53","31.69","0.65",NA,"609.6",NA,"FALSE","0","0"
"a7a9a2","N593MC  ","United States","1653417356","1653417356","-82.1755","40.6992","1295.4","FALSE","86.21","327.92","-0.33",NA,"1348.74",NA,"FALSE","0","0"
"a44938","UAL2187 ","United States","1653417365","1653417366","-96.7524","42.817","10058.4","FALSE","260.45","71.46","0",NA,"10248.9",NA,"FALSE","0","0"
"440669","AUA4N   ","Austria","1653417244","1653417244","16.569","48.1168",NA,"TRUE","0","25.31",NA,NA,NA,"1000","FALSE","0","1"
"ac0941","DAL1279 ","United States","1653417274","1653417274","-80.2713","26.746","632.46","FALSE","116.8","256.76","-4.55",NA,"1234.44",NA,"FALSE","0","4"
"440666","AUA126  ","Austria","1653417366","1653417366","13.1756","49.2454","10675.62","FALSE","241.81","110.94","0",NA,"10873.74","1000","FALSE","0","1"
"abe930","DAL695  ","United States","1653417361","1653417361","-115.1499","36.075",NA,"TRUE","5.14","90",NA,NA,NA,NA,"FALSE","0","4"
"407cf4","NPT903  ","United Kingdom","1653417366","1653417366","-2.2554","49.2193","624.84","FALSE","95.78","320.67","-0.33",NA,"662.94",NA,"FALSE","0","0"
"a9d795","N733QG  ","United States","1653417366","1653417366","-121.4501","38.4015","609.6","FALSE","43.52","6.79","-0.98",NA,"556.26",NA,"FALSE","0","0"
"ad4a9b","N9557V  ","United States","1653417363","1653417363","-79.9408","40.3411","739.14","FALSE","50.77","199.54","3.58",NA,"784.86",NA,"FALSE","0","0"
"aa9a93","SWA585  ","United States","1653417365","1653417366","-120.1171","37.8128","11231.88","FALSE","246.59","149.26","7.8",NA,"11689.08","3703","FALSE","0","1"
"44065c","AUA4AB  ","Austria","1653417366","1653417366","15.8523","48.4403","6751.32","FALSE","160.12","313.44","12.35",NA,"6941.82","4621","FALSE","0","1"
"47a1ef","NOZ6EM  ","Norway","1653417366","1653417366","4.2615","54.4471","11582.4","FALSE","231.74","207.93","0",NA,"11536.68","1155","FALSE","0","0"
"a0af5d","N143RS  ","United States","1653417366","1653417366","-82.415","29.207","1790.7","FALSE","95.09","305.75","0",NA,"1882.14",NA,"FALSE","0","0"
"a95a83","N701YZ  ","United States","1653417366","1653417366","-116.8046","32.8837","1082.04","FALSE","67.01","61.07","-0.33",NA,"1051.56",NA,"FALSE","0","0"
"a6894b","N520DT  ","United States","1653417366","1653417366","-98.5372","29.4319","464.82","FALSE","28.59","188.28","-0.33",NA,"373.38",NA,"FALSE","0","8"
"acef18","SWA6575 ","United States","1653417365","1653417366","-105.0937","31.517","11277.6","FALSE","266.92","106.69","0",NA,"11574.78",NA,"FALSE","0","0"
"4cad28","RYR4UU  ","Ireland","1653417366","1653417366","10.4021","47.316","11277.6","FALSE","213.07","141.47","0",NA,"11468.1","3454","FALSE","0","0"
"a71a72","N557LM  ","United States","1653417366","1653417366","-151.1788","60.628","373.38","FALSE","74.55","211.17","-4.23",NA,"381",NA,"FALSE","0","0"
"4cad29","RYR559W ","Ireland","1653417300","1653417303","-12.992","31.2429","10972.8","FALSE","242.3","34.53","0",NA,"11460.48",NA,"FALSE","0","0"
"440611","EJU8MN  ","Austria","1653417366","1653417366","28.924","35.5744","10988.04","FALSE","223.78","318.54","-0.33",NA,"11369.04","5547","FALSE","0","0"
"440610","EJU3738 ","Austria","1653417366","1653417366","26.159","38.0232","10363.2","FALSE","217.68","318.93","0",NA,"10751.82","4134","FALSE","0","0"
"aa9a7a","SWA2186 ","United States","1653417052","1653417052","-121.608","38.6135","457.2","FALSE","77.02","30.5","-4.55",NA,"441.96",NA,"FALSE","0","1"
"a5f48c","N483JF  ","United States","1653417365","1653417366","-76.5067","40.9952","3535.68","FALSE","89.97","242.41","0.98",NA,"3680.46","7306","FALSE","0","2"
"aa51fe","SKW266J ","United States","1653417366","1653417366","-80.6851","42.3483","11277.6","FALSE","258","85.54","0",NA,"11643.36","7136","FALSE","0","0"
"a110e7","N168RK  ","United States","1653417075","1653417075","-86.6238","38.6251","365.76","FALSE","59.38","197.65","-1.3",NA,"381",NA,"FALSE","0","8"
"a98792","N713DW  ","United States","1653417365","1653417366","-90.8237","37.5592","3337.56","FALSE","111.37","27.51","0",NA,"3436.62",NA,"FALSE","0","0"
"4cad0f","RYR8YF  ","Ireland","1653417366","1653417366","15.4762","56.9081","11277.6","FALSE","235.58","84.74","0",NA,"11361.42","5253","FALSE","0","0"
"c03bfb","WJA1402 ","Canada","1653417240","1653417244","-111.9946","33.4383",NA,"TRUE","0","177.19",NA,NA,NA,NA,"FALSE","0","1"
"ab6c26","AAL2456 ","United States","1653417365","1653417366","-89.6191","36.6152","9288.78","FALSE","226.18","227.86","-4.88",NA,"9662.16",NA,"FALSE","0","1"
"a661ed","","United States",NA,"1653417340",NA,NA,NA,"FALSE","40.18","140.19","-1.63",NA,NA,NA,"FALSE","0","0"
"ab9972","","United States","1653417301","1653417301","-82.0071","39.306","853.44","FALSE","53.51","268.9","-1.95",NA,"876.3",NA,"FALSE","0","0"
"a2803d","AAY2    ","United States","1653417365","1653417365","-115.3947","35.7654","2628.9","FALSE","152.35","48.56","-5.85",NA,"2727.96",NA,"FALSE","0","0"
"a41c56","DAL2995 ","United States","1653417366","1653417366","-79.5314","39.6537","9403.08","FALSE","254.32","118.12","-6.5",NA,"9806.94","5766","FALSE","0","1"
"a7d1ae","N60244  ","United States","1653417365","1653417365","-115.198","36.2077",NA,"TRUE","7.2","267.19",NA,NA,NA,NA,"FALSE","0","0"
"abd627","SWA1659 ","United States","1653417366","1653417366","-118.5689","34.98","9044.94","FALSE","236.33","129.79","-15.28",NA,"9502.14","3737","FALSE","0","1"
"440606","AUA2JA  ","Austria","1653417366","1653417366","16.5516","48.4258","1866.9","FALSE","136.72","202.8","-8.13",NA,"1965.96","1000","FALSE","0","0"
"4cad39","RYR9JP  ","Ireland","1653417366","1653417366","-0.2557","39.3081","10050.78","FALSE","203.14","193.47","-5.2",NA,"10340.34","2024","FALSE","0","0"
"440605","AUA505K ","Austria","1653417366","1653417366","16.3201","47.9589","2766.06","FALSE","143.81","218.76","14.96",NA,"2857.5",NA,"FALSE","0","0"
"c03bf4","CFWSH   ","Canada","1653417354","1653417364","-122.3027","47.4396",NA,"TRUE","0","16.88",NA,NA,NA,NA,"FALSE","0","0"
"c03bf5","WJA661  ","Canada","1653417362","1653417365","-86.4666","47.1066","11582.4","FALSE","186.86","300.8","0",NA,"11643.36",NA,"FALSE","0","1"
"c03bf1","WJA1513 ","Canada","1653417366","1653417366","-115.7142","49.5174","9753.6","FALSE","199.92","29.27","0",NA,"9784.08",NA,"FALSE","0","1"
"a6aaf0","LXJ529  ","United States","1653417366","1653417366","-76.2306","36.8089","13106.4","FALSE","203.82","209.15","0",NA,"13601.7","1333","FALSE","0","0"
"a483aa","N390K   ","United States","1653417359","1653417360","-93.2826","34.9039","8031.48","FALSE","172.98","274.95","7.15",NA,"8321.04","1575","FALSE","0","1"
"a4231f","N366FM  ","United States","1653417366","1653417366","-94.7775","28.6809","7315.2","FALSE","150.97","325.55","0",NA,"7604.76",NA,"FALSE","0","0"
"a90af1","DAL1470 ","United States","1653417366","1653417366","-83.3171","28.8977","10431.78","FALSE","239.31","161.06","-6.5",NA,"10972.8","5725","FALSE","0","0"
"a924fc","DAL1684 ","United States","1653417366","1653417366","-107.9353","38.158","10058.4","FALSE","237.12","68.89","0",NA,"10157.46","2033","FALSE","0","0"
"a8f1c3","N6758H  ","United States","1653417311","1653417337","-122.7844","45.1662","449.58","FALSE","49.77","7.13","-4.55",NA,"533.4","6770","FALSE","0","0"
"a90af7","N682DG  ","United States","1653417364","1653417366","-86.9014","21.7151","6934.2","FALSE","163.67","349.68","12.68",NA,"7338.06",NA,"FALSE","0","0"
"abd60b","SWA1492 ","United States","1653417366","1653417366","-74.9856","40.4102","7269.48","FALSE","192.62","229.33","8.78",NA,"7543.8","1556","FALSE","0","1"
"ad0f29","SWA790  ","United States","1653417366","1653417366","-117.4269","42.8492","9334.5","FALSE","239.1","231.55","10.08",NA,"9608.82",NA,"FALSE","0","1"
"a9d775","N733P   ","United States","1653417088","1653417088","-98.0436","29.713","281.94","FALSE","48.36","180","-2.93",NA,"228.6",NA,"FALSE","0","2"
"a42329","LXJ366  ","United States","1653417270","1653417271","-74.0585","40.8637","-53.34","FALSE","55.6","182.12","-2.6",NA,"53.34","3617","FALSE","0","1"
"a44988","DAL735  ","United States","1653417366","1653417366","-87.7374","40.8996","8839.2","FALSE","243.37","134.57","0",NA,"9151.62",NA,"FALSE","0","0"
"440637","LDX344C ","Austria","1653417366","1653417366","4.5849","47.5088","7764.78","FALSE","235.71","326.48","-9.75",NA,"7863.84","1000","FALSE","0","0"
"4070eb","EXS33F  ","United Kingdom","1653417339","1653417363","-10.9964","37.0832","11277.6","FALSE","236.54","198.12","0",NA,"11719.56","4647","FALSE","0","4"
"a3bfb6","N3400R  ","United States","1653417366","1653417366","-81.8711","27.7632","1066.8","FALSE","66.36","240.26","-0.33",NA,"1127.76",NA,"FALSE","0","0"
"ad5ca8","CFS202  ","United States","1653417357","1653417357","-117.8132","47.6052","2705.1","FALSE","65.07","288.43","4.88",NA,"2697.48",NA,"FALSE","0","0"
"a30f85","ASA271  ","United States","1653417365","1653417366","-122.2343","38.3792","7056.12","FALSE","186.35","355.25","11.05",NA,"7368.54","3656","FALSE","0","0"
"a90aaa","PDT6021 ","United States","1653417366","1653417366","-78.2338","35.8322","8839.2","FALSE","235.24","71.25","-0.33",NA,"9281.16",NA,"FALSE","0","0"
"401079","EXS46Y  ","United Kingdom","1653417366","1653417366","12.78","49.1687","11582.4","FALSE","223.5","317.05","0",NA,"11765.28","3243","FALSE","0","1"
"ab7f76","N84WB   ","United States","1653417358","1653417359","-87.979","45.2915","1889.76","FALSE","69.62","300.17","0",NA,"1950.72",NA,"FALSE","0","0"
"440631","EJU968M ","Austria","1653417366","1653417366","1.181","45.3803","8923.02","FALSE","178.06","255.44","-4.88",NA,"9006.84","1000","FALSE","0","1"
"4070ef","EXS31KL ","United Kingdom","1653417366","1653417366","24.5609","40.767","11277.6","FALSE","237.44","157.05","0",NA,"11635.74","6713","FALSE","0","4"
"a3298a","JBU2222 ","United States","1653417058","1653417058","-73.7923","40.6587","-60.96","FALSE","68.73","120.6","-3.9",NA,"30.48","2161","FALSE","0","0"
"acdc05","7928BK  ","United States","1653417274","1653417274","-80.7493","34.222","9128.76","FALSE","212.81","187.64","0",NA,"9570.72","2310","TRUE","0","0"
"8694b6","ANA12   ","Japan","1653417361","1653417365","-98.7564","45.0271","10652.76","FALSE","262.16","104.66","-2.28",NA,"10789.92","6265","FALSE","0","1"
"a42323","FFT727  ","United States","1653417366","1653417366","-94.4962","42.3904","10980.42","FALSE","209.14","272.96","-0.33",NA,"11224.26","7026","FALSE","0","0"
"a98776","N713CT  ","United States","1653417365","1653417365","-121.4689","36.3926","3368.04","FALSE","94.81","131.04","0",NA,"3505.2","3267","FALSE","0","2"
"45aa77","FXT52W  ","Denmark","1653417366","1653417366","21.3747","58.5651","12192","FALSE","202.58","246.82","-0.33",NA,"12291.06",NA,"FALSE","0","2"
"ac9f52","AAL2561 ","United States","1653417366","1653417366","-85.9418","34.6165","11285.22","FALSE","233.95","158.46","0",NA,"11772.9",NA,"FALSE","0","1"
"a18694","N198HB  ","United States","1653417366","1653417366","-84.2897","41.7861","12496.8","FALSE","244.43","84.57","0",NA,"12862.56","5750","FALSE","0","0"
"a16037","AAL1364 ","United States","1653417366","1653417366","-106.97","37.0518","9745.98","FALSE","224.67","251.86","0.33",NA,"9837.42","1104","FALSE","0","4"
"440625","EJU135H ","Austria","1653417366","1653417366","0.8919","45.3662","9144","FALSE","216.77","350.02","0",NA,"9235.44","1000","FALSE","0","1"
"4cad14","EAI28MJ ","Ireland","1653417366","1653417366","-5.6304","53.5492","4130.04","FALSE","119.63","93.95","3.9",NA,"4107.18","6347","FALSE","0","0"
"4cad10","RYR1SK  ","Ireland","1653417364","1653417366","-4.784","37.8333","8557.26","FALSE","199.52","189.05","-8.78",NA,"8892.54","7133","FALSE","0","0"
"a5b916","UAL2116 ","United States","1653417366","1653417366","-81.1582","31.4511","10652.76","FALSE","251.23","19.62","0",NA,"11170.92","3667","FALSE","0","1"
"4cad11","RYR81VT ","Ireland","1653417366","1653417366","-0.3344","51.901","4114.8","FALSE","161.81","237.07","12.68",NA,"4091.94","2015","FALSE","0","0"
"aaa31f","CNS242  ","United States","1653417366","1653417367","-72.4771","42.699","2948.94","FALSE","110.54","220.66","0",NA,"3055.62",NA,"FALSE","0","0"
"a96122","EJA703  ","United States","1653417366","1653417366","-120.102","35.3443","9448.8","FALSE","260.25","139.73","0.33",NA,"9898.38","3344","FALSE","0","0"
"aa9a57","SWA1756 ","United States","1653417366","1653417366","-85.8154","32.9883","8831.58","FALSE","252.2","73.89","0.33",NA,"9250.68",NA,"FALSE","0","0"
"44061d","EJU1410 ","Austria","1653417295","1653417337","5.9069","46.1001","1524","FALSE","93.12","45","-4.88",NA,"1600.2","5512","FALSE","0","1"
"44061b","EJU749B ","Austria","1653417336","1653417344","-1.4858","47.2637","815.34","FALSE","93.47","220.09","-5.2",NA,"883.92","1000","FALSE","0","1"
"4070e3","EXS31JK ","United Kingdom","1653417366","1653417366","-10.6725","38.4205","11277.6","FALSE","240.69","194.48","0",NA,"11704.32","4642","FALSE","0","4"
"a7e4ea","N6079Y  ","United States","1653417361","1653417364","-87.8624","30.4259","1676.4","FALSE","64.21","322.49","12.03",NA,"1790.7",NA,"FALSE","0","0"
"39990c","EOL420  ","France","1653417301","1653417301","7.5991","48.5212","281.94","FALSE","56.86","48.67","-3.58",NA,"335.28","4150","FALSE","0","0"
"aa51d3","EJA764  ","United States","1653417128","1653417128","-82.058","33.6406","5958.84","FALSE","227.75","6.35","-9.43",NA,"6248.4","2226","FALSE","0","3"
"abcf58","FDX27   ","United States","1653417359","1653417359","2.4954","49.0128",NA,"TRUE","0","174.38",NA,NA,NA,NA,"FALSE","0","0"
"4070e5","EXS56WD ","United Kingdom","1653417365","1653417366","24.1757","41.4849","11887.2","FALSE","238.72","145.63","-0.33",NA,"12222.48","2054","FALSE","0","4"
"a3a0cc","UAL1441 ","United States","1653417208","1653417365","-90.0315","13.7155","7269.48","FALSE","223.94","110.02","-13",NA,"7734.3","7402","FALSE","0","0"
"06a070","QTR773  ","Qatar","1653417364","1653417366","-39.4576","-19.8165","10972.8","FALSE","232.6","240.88","0",NA,"11567.16",NA,"FALSE","0","1"
"06a071","QTR73P  ","Qatar","1653417367","1653417367","20.8724","-32.2957","10058.4","FALSE","296.99","54.16","0",NA,"10492.74",NA,"FALSE","0","1"
"ac575b","EDV5149 ","United States","1653417365","1653417365","-84.3396","33.6202","647.7","FALSE","86.43","270.34","-6.5",NA,"685.8","2666","FALSE","0","1"
"ab1122","DAL1376 ","United States","1653417366","1653417366","-118.5237","33.9157","777.24","FALSE","140.14","191.43","12.35",NA,"739.14",NA,"FALSE","0","1"
"a5f3cf","ASA628  ","United States","1653417366","1653417366","-99.8657","45.8488","10058.4","FALSE","252.16","104.29","0",NA,"10149.84","6640","FALSE","0","4"
"a3a0cf","UAL748  ","United States","1653417366","1653417366","-114.5177","47.4663","10972.8","FALSE","190.86","269.85","0",NA,"11049",NA,"FALSE","0","1"
"aaf111","DAL1688 ","United States","1653417365","1653417365","-84.6233","38.8214","1318.26","FALSE","129.3","334.05","-5.53",NA,"1379.22","2642","FALSE","0","1"
"3949ed","AFR008  ","France","1653417362","1653417362","-5.6213","48.3237","11582.4","FALSE","241.85","259.34","0",NA,"11780.52","0662","FALSE","0","1"
"aaaddc","SWA2189 ","United States","1653417333","1653417333","-120.4948","42.9589","11277.6","FALSE","242.18","200.13","0",NA,"11628.12","1545","FALSE","0","1"
"c055d8","JZA517  ","Canada","1653417365","1653417366","-123.2868","49.2879","2133.6","FALSE","121.07","281.02","-8.45",NA,"2171.7",NA,"FALSE","0","0"
"a7df61","SKW5231 ","United States","1653417365","1653417366","-80.8799","38.276","9037.32","FALSE","233.2","104.43","-5.2",NA,"9441.18","6574","FALSE","0","0"
"ac9de3","N9118S  ","United States","1653417364","1653417366","-82.241","27.489","685.8","FALSE","51.67","305.27","1.95",NA,"723.9","0163","FALSE","0","0"
"4c01e2","ASL96H  ","Serbia","1653417366","1653417366","4.3215","49.5155","6324.6","FALSE","184.43","261.98","-8.45",NA,"6362.7","1000","FALSE","0","1"
"4c01e1","ASL58D  ","Serbia","1653417366","1653417366","12.5033","47.5772","11567.16","FALSE","217.66","308.09","0",NA,"11803.38","6012","FALSE","0","1"
"a078d1","N12994  ","United States","1653417361","1653417363","-85.2474","36.2072","1463.04","FALSE","59.63","280.44","-1.63",NA,"1524",NA,"FALSE","0","0"
"06a079","QTR849  ","Qatar","1653417366","1653417366","55.7971","23.7105","10363.2","FALSE","258.6","296.72","0",NA,"11033.76",NA,"FALSE","0","1"
"06a075","QTR705  ","Qatar","1653417365","1653417366","3.8874","38.4443","10363.2","FALSE","230.58","284.47","0",NA,"10683.24","5523","FALSE","0","1"
"06a072","QTR724  ","Qatar","1653417366","1653417366","51.6378","25.4922","3474.72","FALSE","163.06","160.08","-9.1",NA,"3688.08",NA,"FALSE","0","1"
"a1b084","N208JA  ","United States","1653417361","1653417361","-79.1789","37.1498","3566.16","FALSE","85.13","205.79","0",NA,"3718.56",NA,"FALSE","0","0"
"ac310a","N885GM  ","United States","1653417366","1653417366","-82.2355","41.1329","13106.4","FALSE","211.38","273.77","0.33",NA,"13479.78","1763","FALSE","0","0"
"a7e62d","NKS116  ","United States","1653417366","1653417366","-80.7664","31.8507","10370.82","FALSE","223.24","199.52","0",NA,"10896.6",NA,"FALSE","0","1"
"398640","XK256PT ","France","1653417082","1653417084","5.2559","43.408","297.18","FALSE","65.85","314.05","-3.9",NA,"381","1000","FALSE","0","1"
"a7cc29","N601NG  ","United States","1653417366","1653417366","-122.6769","48.0773","2194.56","FALSE","117.28","5.29","-3.25",NA,"2202.18","6657","FALSE","0","3"
"4c01e7","ASL653  ","Serbia","1653417365","1653417366","29.1988","56.6779","10363.2","FALSE","226.22","276.4","0",NA,"10393.68",NA,"FALSE","0","1"
"34224e","IBS3955 ","Spain","1653417365","1653417365","-3.5764","40.4826",NA,"TRUE","14.92","315",NA,NA,NA,"6265","FALSE","0","1"
"a3f04a","DAL1091 ","United States",NA,"1653417353",NA,NA,NA,"FALSE","200.67","274.26","0",NA,NA,NA,"FALSE","0","0"
"c055c6","JZA133  ","Canada","1653417356","1653417356","-114.0446","52.973","6629.4","FALSE","124.9","193.58","6.83",NA,"6591.3",NA,"FALSE","0","0"
"ab71c3","N8365Z  ","United States","1653417102","1653417182","-72.3334","41.8914","1737.36","FALSE","61.79","212.76","-0.33",NA,"1783.08",NA,"FALSE","0","2"
"ab1d81","N815SB  ","United States","1653417366","1653417366","-88.9139","43.4402","6400.8","FALSE","72.43","239.25","6.83",NA,"6537.96",NA,"FALSE","0","0"
"06a07a","QTR701  ","Qatar","1653417366","1653417366","-68.7521","41.5823","10972.8","FALSE","215.38","290.56","0",NA,"11361.42",NA,"FALSE","0","1"
"155c12","SDM6422 ","Russian Federation","1653417210","1653417210","40.5619","53.8079","10363.2","FALSE","201.68","294.41","1.63",NA,"10279.38",NA,"FALSE","0","4"
"c055d2","JZA235  ","Canada","1653417365","1653417366","-79.7983","44.1447","4503.42","FALSE","148.26","344.71","8.45",NA,"4610.1","5514","FALSE","0","0"
"ad27db","N947HC  ","United States","1653417233","1653417233","-83.8655","33.6839","678.18","FALSE","106.24","160.78","-3.58",NA,"754.38",NA,"FALSE","0","0"
"a93997","ENY3818 ","United States","1653417231","1653417231","-87.9283","42.0028","144.78","FALSE","66.37","90.44","-3.25",NA,"198.12","6543","FALSE","0","3"
"a3a0eb","UAL2204 ","United States","1653417180","1653417180","-74.1742","40.6962",NA,"TRUE","0","219.38",NA,NA,NA,"6744","FALSE","0","1"
"a065b0","N12452  ","United States","1653417366","1653417366","-122.6219","38.3128","731.52","FALSE","45.44","254.23","2.6",NA,"662.94","1200","FALSE","0","2"
"a0f0ee","N16SJ   ","United States","1653417190","1653417190","-117.0757","37.0919","11582.4","FALSE","171.54","317.8","0",NA,"11978.64",NA,"FALSE","0","0"
