"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"a7d3fe","SKW3255 ","United States","1653417366","1653417366","-99.4514","34.2604","9448.8","FALSE","254.51","25.37","0.33",NA,"9662.16",NA,"FALSE","0","1"
"adfcb7","CONGO26 ","United States","1653417366","1653417366","-87.0193","30.6007","5791.2","FALSE","189.4","358.29","0",NA,"6065.52",NA,"FALSE","0","0"
"a89234","UAL160  ","United States","1653417366","1653417366","-85.1155","44.8086","10980.42","FALSE","217.87","206.81","0",NA,"11170.92","2457","FALSE","0","1"
"406900","EXS39NK ","United Kingdom","1653417333","1653417333","-14.7809","29.9016","11277.6","FALSE","213.47","197.39","0.33",NA,"11803.38",NA,"FALSE","0","1"
"151da1","AFL030  ","Russian Federation","1653417366","1653417366","30.8456","59.4336","5181.6","FALSE","157.67","303.02","-7.48",NA,"5196.84",NA,"FALSE","0","0"
"ab73f5","SKW4059 ","United States","1653417366","1653417366","-83.1583","41.8852","2057.4","FALSE","137.47","272.36","-2.6",NA,"2125.98","5262","TRUE","0","0"
"abbce5","SWA104  ","United States","1653417356","1653417361","-122.3032","47.441",NA,"TRUE","0","315",NA,NA,NA,NA,"FALSE","0","1"
"a77e8f","JIA5521 ","United States","1653417359","1653417365","-82.4114","31.7822","8839.2","FALSE","252.34","10.69","0",NA,"9288.78","3032","FALSE","0","0"
"a88b46","N65KD   ","United States","1653417366","1653417366","-123.0436","45.1811","883.92","FALSE","21.49","227.91","-1.95",NA,"914.4",NA,"FALSE","0","0"
"0d0d8d","VOI1010 ","Mexico","1653417193","1653417218","-99.1005","20.3598","6492.24","FALSE","201.95","301.14","9.43",NA,"6880.86",NA,"FALSE","0","0"
"abc3c6","SWA1742 ","United States","1653417366","1653417366","-77.0355","38.69","3581.4","FALSE","171.17","86.21","-4.88",NA,"3733.8","3441","FALSE","0","4"
"aa9bfd","N783DG  ","United States","1653417366","1653417366","-118.1531","33.8326","304.8","FALSE","51.45","91.15","0",NA,"236.22",NA,"FALSE","0","0"
"ad4c2a","AAL1639 ","United States","1653417366","1653417366","-80.7298","35.4271","3421.38","FALSE","142.57","210.82","-5.85",NA,"3581.4","0075","FALSE","0","1"
"c044cc","","Canada","1653417342","1653417342","-95.3727","50.1018",NA,"FALSE","74.37","289.81","-2.28",NA,"1318.26",NA,"FALSE","0","0"
"ac201d","TWY206  ","United States","1653417366","1653417366","-97.5808","40.2192","13106.4","FALSE","264.44","90.56","0",NA,"13319.76",NA,"FALSE","0","4"
"a24727","JSX283  ","United States","1653417366","1653417366","-97.9266","30.7246","7924.8","FALSE","225.9","350.43","-0.33",NA,"8229.6","7240","FALSE","0","0"
"a6658d","N511EC  ","United States","1653417363","1653417365","-91.2794","35.7738","10027.92","FALSE","164.58","166.44","0",NA,"10416.54",NA,"FALSE","0","2"
"a187ba","AAL1992 ","United States","1653417365","1653417366","-98.6268","33.1805","7414.26","FALSE","204.92","291.35","4.23",NA,"7627.62",NA,"FALSE","0","1"
"a90208","N68MY   ","United States","1653417365","1653417366","-98.5133","30.891","13106.4","FALSE","227.51","101.08","0",NA,"13464.54",NA,"FALSE","0","0"
"a9bee2","N727PR  ","United States","1653417366","1653417366","-97.9913","40.8877","13716","FALSE","262.28","79.95","0",NA,"13898.88","3235","FALSE","0","3"
"a2d27c","JBU831  ","United States","1653417366","1653417366","-73.918","41.2834","2331.72","FALSE","149.23","194.37","0",NA,"2446.02","3306","FALSE","0","1"
"ac468d","AAL1716 ","United States","1653417366","1653417366","-85.4078","31.7713","10668","FALSE","242.55","120.32","0",NA,"11178.54","2267","FALSE","0","4"
"aca99c","DAL1286 ","United States","1653417366","1653417366","-104.2205","40.163","5135.88","FALSE","171.72","219.65","-7.8",NA,"5189.22",NA,"FALSE","0","0"
"ae6008","G20921  ","United States","1653417277","1653417283","-85.7941","39.589","297.18","FALSE","39.3","232.98","-0.98",NA,"327.66",NA,"FALSE","0","0"
"ada336","AAL1960 ","United States","1653417366","1653417366","-86.8254","37.5226","8831.58","FALSE","239.8","133.52","0.33",NA,"9189.72",NA,"FALSE","0","1"
"a6a266","N5266D  ","United States","1653417232","1653417234","-88.4375","41.5099","693.42","FALSE","51.01","48.27","0.98",NA,"708.66",NA,"FALSE","0","0"
"440af4","TAY4106 ","Austria","1653417366","1653417366","18.4562","54.381",NA,"TRUE","7.2","205.31",NA,NA,NA,NA,"FALSE","0","0"
"a8a5c1","N65626  ","United States","1653417366","1653417366","-84.627","39.6808","1036.32","FALSE","47.93","347.6","-1.63",NA,"1043.94",NA,"FALSE","0","0"
"896195","UAE79Y  ","United Arab Emirates","1653417366","1653417366","16.7451","47.8258","11887.2","FALSE","266.65","116.22","0.33",NA,"12138.66","3430","FALSE","0","6"
"738102","ELY031  ","Israel","1653417364","1653417366","-74.6069","48.8658","12192","FALSE","229.68","211.91","0",NA,"12184.38",NA,"FALSE","0","0"
"ac2038","SWA1172 ","United States","1653417365","1653417365","-90.2329","34.8551","10668","FALSE","247.8","52.08","0",NA,"11109.96","2502","FALSE","0","0"
"a64b96","N5043J  ","United States","1653417366","1653417366","-122.1128","37.4579",NA,"TRUE","0.06","11.25",NA,NA,NA,NA,"FALSE","0","2"
"adfcd2","CONGO24 ","United States","1653417295","1653417307","-86.896","30.351","1036.32","FALSE","135.6","79.29","-2.6",NA,"1082.04",NA,"FALSE","0","0"
"a988ef","N713TV  ","United States","1653417325","1653417336","-76.6778","39.2601","137.16","FALSE","40.25","57.53","-0.65",NA,"190.5","5113","FALSE","0","0"
"ae6c55","R03311  ","United States","1653417366","1653417366","-122.4599","47.0408","2072.64","FALSE","59.7","271.48","0",NA,"350.52","0001","FALSE","0","0"
"ae6c54","R03310  ","United States","1653417366","1653417366","-122.9746","46.794","2072.64","FALSE","51.44","196.26","0",NA,"2125.98","4722","FALSE","0","0"
"ab0069","TKM88   ","United States","1653417366","1653417366","-82.1253","31.4138","12184.38","FALSE","229.65","154.53","0",NA,"12740.64","7246","FALSE","0","0"
"a12724","N1733S  ","United States","1653417364","1653417364","-104.8526","39.5549","1828.8","FALSE","36.62","355.97","-3.9",NA,"1844.04",NA,"FALSE","0","0"
"a8a5bf","N65624  ","United States","1653417366","1653417366","-81.4371","28.8987","1798.32","FALSE","56.75","278.86","-0.65",NA,"1889.76",NA,"FALSE","0","2"
"151db3","AFL1734 ","Russian Federation","1653417345","1653417345","50.3632","62.5196","10058.4","FALSE","253.83","52.99","0",NA,"9822.18",NA,"FALSE","0","0"
"ace3ba","N93EF   ","United States","1653417366","1653417367","-81.7836","28.7152","1371.6","FALSE","73.14","120.89","1.63",NA,"1447.8",NA,"FALSE","0","0"
"151db5","AFL1742 ","Russian Federation","1653417193","1653417193","47.4799","57.8616","10668","FALSE","260.52","72.89","0",NA,"10462.26",NA,"FALSE","0","0"
"ace3be","N93EK   ","United States","1653417366","1653417366","-95.2597","31.4567","11879.58","FALSE","251.1","43.34","-0.33",NA,"12352.02","4077","FALSE","0","0"
"abc3ec","SWA1355 ","United States","1653417366","1653417367","-93.3011","44.9167","541.02","FALSE","77.77","122.85","-7.15",NA,"601.98","7344","FALSE","0","4"
"a8db20","SXL2    ","United States","1653417365","1653417365","-71.5026","41.9879","960.12","FALSE","83.62","161.34","1.63",NA,"1036.32",NA,"FALSE","0","2"
"adfcc0","CONGO33 ","United States","1653417353","1653417362","-86.0464","30.8216","7010.4","FALSE","190.22","84.41","0",NA,"7345.68",NA,"FALSE","0","0"
"4a91b3","SAS925  ","Sweden","1653417366","1653417366","-77.7441","40.0659","4198.62","FALSE","161.15","167.65","-6.18",NA,"4358.64","2423","FALSE","0","0"
"ac2c92","EDV4910 ","United States","1653417364","1653417366","-84.9953","35.9125","5280.66","FALSE","155.07","190.9","-8.45",NA,"5501.64","4133","FALSE","0","1"
"505d18","IAW233  ","Slovakia","1653417366","1653417366","11.8505","49.5698","10972.8","FALSE","215.31","303.99","0",NA,"11148.06","3207","FALSE","0","1"
"a8b8ba","JBU1881 ","United States","1653417366","1653417366","-76.1667","39.6063","9753.6","FALSE","217.9","230.75","0.33",NA,"10165.08","1660","FALSE","0","1"
"aaec9c","AAL1482 ","United States","1653417366","1653417366","-82.3446","26.2059","11582.4","FALSE","225.39","312.5","0",NA,"12184.38",NA,"FALSE","0","1"
"406944","TOM6KB  ","United Kingdom","1653417366","1653417366","-1.7692","53.4348","5288.28","FALSE","214.84","100.21","11.7",NA,"5250.18","2225","FALSE","0","0"
"a67883","JBU2107 ","United States","1653417362","1653417366","-85.2683","36.8214","6713.22","FALSE","197.34","236.81","-0.33",NA,"7010.4","3052","FALSE","0","4"
"e48a88","PPLID   ","Brazil","1653416667","1653417366","-44.7066","-21.2373","12496.8","FALSE","238.39","67.14","0",NA,"13121.64",NA,"FALSE","0","1"
"a24757","SWA2102 ","United States","1653417366","1653417366","-120.6519","38.1934","6812.28","FALSE","224.1","126.32","14.31",NA,"7101.84","3677","FALSE","0","0"
"a10d56","SKW4795 ","United States","1653417122","1653417122","-95.4084","30.007","320.04","FALSE","72.02","90","-3.58",NA,"335.28",NA,"FALSE","0","4"
"a988d4","N713ST  ","United States","1653417366","1653417366","-77.6132","38.6159","8206.74","FALSE","219.96","215.29","2.6",NA,"8602.98","5462","FALSE","0","0"
"a161a4","N1886X  ","United States","1653417364","1653417365","-96.1705","42.8627","6400.8","FALSE","200.56","149.82","-0.33",NA,"6515.1",NA,"FALSE","0","3"
"896176","UAE255  ","United Arab Emirates","1653417366","1653417366","-84.3119","26.8425","10972.8","FALSE","235.62","242.43","0",NA,"11529.06","7224","FALSE","0","1"
"adf0a9","N998DC  ","United States","1653417366","1653417366","-87.7115","39.6869","2225.04","FALSE","48.49","131.13","-0.65",NA,"2293.62",NA,"FALSE","0","0"
"e49163","AZU2601 ","Brazil","1653417262","1653417266","-53.8917","-15.2069","12496.8","FALSE","246.87","153.11","0",NA,"13182.6",NA,"FALSE","0","1"
"a2dda1","JBU697  ","United States","1653417366","1653417366","-76.1755","39.8702","10363.2","FALSE","213.72","227.44","0.33",NA,"10805.16","1410","FALSE","0","1"
"a9d8a8","N73307  ","United States","1653417332","1653417332","-84.5913","33.1493","556.26","FALSE","50.22","136.66","-2.6",NA,"571.5",NA,"FALSE","0","0"
"acd0be","N925AA  ","United States","1653417366","1653417366","-79.6962","41.1589","12192","FALSE","170.32","276.42","0",NA,"12542.52","1543","FALSE","0","0"
"a16de1","N191WL  ","United States","1653417366","1653417366","-121.5854","38.6587","2918.46","FALSE","84.8","60.17","0",NA,"3017.52","4531","FALSE","0","2"
"a04dfa","","United States","1653417348","1653417348","-109.5796","32.0637","7543.8","FALSE","203.21","270.15","-4.88",NA,"8176.26",NA,"FALSE","0","0"
"ab0082","","United States","1653417014","1653417354","-80.363","26.2681","731.52","FALSE","41.8","103.52","1.95",NA,"746.76",NA,"FALSE","0","0"
"a0f427","UAL988  ","United States","1653417366","1653417366","-75.3734","40.6624","8526.78","FALSE","183.78","238.62","0.33",NA,"8862.06","6040","FALSE","0","0"
"a988cc","SKW3051 ","United States","1653417366","1653417366","-97.0731","33.8548","6713.22","FALSE","213.14","357.79","8.45",NA,"6903.72","3670","FALSE","0","0"
"ae601e","R20943  ","United States",NA,"1653417365",NA,NA,NA,"FALSE","64.71","263.61","2.93",NA,NA,NA,"FALSE","0","0"
"a317c6","N299JW  ","United States","1653417362","1653417362","-82.0535","40.8701","2042.16","FALSE","93.87","59.36","0",NA,"2133.6","4045","FALSE","0","0"
"ae600a","G20923  ","United States","1653417326","1653417327","-85.5738","40.0942","381","FALSE","59.61","291.25","-3.25",NA,"411.48",NA,"FALSE","0","0"
"a6c855","N536SP  ","United States","1653417365","1653417365","-83.9752","39.1212","1005.84","FALSE","48.13","79.53","0",NA,"1043.94",NA,"FALSE","0","2"
"89616f","UAE7GV  ","United Arab Emirates","1653417366","1653417366","5.1503","52.1888","3375.66","FALSE","172.28","99.8","10.73",NA,"3360.42","0143","FALSE","0","1"
"a174e7","N193SG  ","United States","1653417366","1653417366","-80.7715","27.9458","11887.2","FALSE","231.89","340.16","0",NA,"12481.56","5713","FALSE","0","0"
"adb65b","DAL2856 ","United States","1653417365","1653417366","-93.2775","39.9584","9753.6","FALSE","233.36","301.2","0",NA,"10073.64",NA,"FALSE","0","1"
"ab38a1","DAL984  ","United States","1653417366","1653417366","-88.7951","44.5705","10668","FALSE","275.4","92.03","0",NA,"10866.12","3106","FALSE","0","4"
"ae6c69","G21178  ","United States","1653417366","1653417366","-74.3136","43.0166","487.68","FALSE","55.96","353.14","5.2",NA,"563.88",NA,"FALSE","0","0"
"a91535","UAL2407 ","United States","1653417366","1653417366","-81.5213","26.5411","6484.62","FALSE","196.52","127.02","-9.75",NA,"6850.38","0750","FALSE","0","4"
"4bad41","TCKJA   ","Turkey","1653417365","1653417365","33.9174","39.9114","11536.68","FALSE","246.8","104.24","2.93",NA,"11437.62",NA,"FALSE","0","0"
"c08106","WJA2425 ","Canada","1653417366","1653417366","-82.7346","29.5856","10668","FALSE","246.19","29.14","0",NA,"11186.16","6161","FALSE","0","1"
"5001b2","T7BLN   ","San Marino","1653417337","1653417337","8.5629","47.4579",NA,"TRUE","3.34","185.62",NA,NA,NA,"3326","FALSE","0","0"
"c08100","12AB    ","Canada","1653417366","1653417366","-106.1052","52.8178","3665.22","FALSE","129.47","215.46","0",NA,"3657.6",NA,"FALSE","0","0"
"40690a","EZY71MW ","United Kingdom","1653417364","1653417364","14.495","35.8445",NA,"TRUE","8.23","101.25",NA,NA,NA,"1512","FALSE","0","1"
"a5324b","T90     ","United States","1653417366","1653417366","-121.1166","37.6191","3230.88","FALSE","111.39","348.27","0",NA,"3352.8","1255","FALSE","0","0"
"a79890","JIA5453 ","United States","1653417366","1653417366","-87.0446","30.8843","2438.4","FALSE","114.25","218.42","-5.85",NA,"2560.32",NA,"FALSE","0","4"
"a5a88c","AWI3862 ","United States","1653417366","1653417366","-73.598","45.0597","5433.06","FALSE","188.12","174.51","6.83",NA,"5547.36",NA,"FALSE","0","0"
"a602cd","SKW5494 ","United States","1653417366","1653417366","-89.9749","39.347","9448.8","FALSE","249.06","6.52","0",NA,"9799.32",NA,"FALSE","0","0"
"a2471f","N246JP  ","United States","1653417328","1653417361","-80.6467","36.2626","2065.02","FALSE","73.92","308.78","0",NA,"2141.22",NA,"FALSE","0","0"
"c044be","CGAAV   ","Canada","1653417109","1653417109","-123.8697","49.0724","30.48","FALSE","61.75","181.43","-4.23",NA,"76.2",NA,"FALSE","0","3"
"a842a9","NKS540  ","United States","1653417366","1653417366","-100.106","31.0006","8907.78","FALSE","256.94","99.91","-5.53",NA,"9235.44",NA,"FALSE","0","1"
"ae10e5","GREY66  ","United States","1653417056","1653417056","-111.7291","34.8028","4373.88","FALSE","102.73","7.48","-8.13",NA,"4625.34",NA,"FALSE","0","2"
"a722b1","AAL2023 ","United States","1653417363","1653417363","-106.7286","36.3765","9745.98","FALSE","225.16","288.93","0",NA,"9829.8",NA,"FALSE","0","1"
"aa4e47","SKW237A ","United States","1653417366","1653417366","-97.6097","28.07","2743.2","FALSE","147.73","109.32","-5.85",NA,"2811.78","3656","FALSE","0","1"
"a89207","N651SF  ","United States","1653417365","1653417365","-104.1164","37.1503","11879.58","FALSE","226.83","167.82","0.98",NA,"11963.4",NA,"FALSE","0","0"
"a72eeb","LXJ562  ","United States","1653417366","1653417366","-121.8195","37.2622","914.4","FALSE","84.78","322.64","-8.45",NA,"891.54","4243","FALSE","0","0"
"505d58","CXI294  ","Slovakia","1653417365","1653417366","12.3745","48.0476","5074.92","FALSE","195.44","43.19","12.03",NA,"5196.84","4364","FALSE","0","1"
"a7986d","N589MC  ","United States","1653417366","1653417366","-93.6514","41.9253","11887.2","FALSE","279.02","76.78","0",NA,"12146.28","6630","FALSE","0","0"
"a0b7e4","N1452C  ","United States","1653417365","1653417365","-71.8266","41.693","2042.16","FALSE","85.52","43.29","0.33",NA,"2118.36",NA,"FALSE","0","2"
"ab38aa","DAL1095 ","United States","1653417366","1653417366","-76.4532","41.4879","9982.2","FALSE","257.83","110.32","-7.15",NA,"10370.82","1655","FALSE","0","5"
"39b9a4","FHONE   ","France","1653417366","1653417366","0.2953","48.2129","7620","FALSE","153.75","65.06","0",NA,"7642.86",NA,"FALSE","0","0"
"0d0d89","        ","Mexico","1653417348","1653417349","-80.6513","26.0961","1783.08","FALSE","148.56","97.96","-3.9",NA,"1882.14","2540","FALSE","0","0"
"acd0ca","AAL2575 ","United States","1653417253","1653417253","-80.3355","25.7852","106.68","FALSE","76.71","87.69","-4.55",NA,"144.78","1025","FALSE","0","1"
"adf0c0","N998EA  ","United States","1653417365","1653417365","-93.9806","29.871","9845.04","FALSE","174.73","65.47","5.2",NA,"10279.38",NA,"FALSE","0","2"
"a08a1a","AAL878  ","United States","1653417366","1653417366","-75.4512","39.8256","731.52","FALSE","85.22","76.38","-4.55",NA,"815.34","3013","FALSE","0","4"
"406909","EZY51VN ","United Kingdom","1653417179","1653417363","-13.4344","37.0372","10972.8","FALSE","213.88","31.63","0",NA,"11430",NA,"FALSE","0","1"
"48a5f8","SRN1957 ","Poland","1653417365","1653417365","18.3996","54.2536","2781.3","FALSE","78.15","249.18","2.6",NA,"2788.92",NA,"FALSE","0","1"
"a054e1","N120NC  ","United States","1653417366","1653417366","-81.4732","29.8393","7947.66","FALSE","125.4","194.49","0",NA,"8328.66",NA,"FALSE","0","0"
"48a5f0","SAR186  ","Poland","1653417366","1653417366","6.8752","42.9464","5486.4","FALSE","136.04","40.86","0.33",NA,"5631.18","1022","FALSE","0","0"
"a868f7","PDT6077 ","United States","1653417365","1653417366","-80.7615","41.1551","10668","FALSE","252.79","118.7","-0.65",NA,"11018.52","2417","FALSE","0","0"
"0d0d90","VOI410  ","Mexico","1653417366","1653417366","-117.1058","32.494","1615.44","FALSE","127.65","194.71","6.5",NA,"1623.06",NA,"FALSE","0","0"
"a2d1a7","OXF6493 ","United States","1653417365","1653417365","-111.8019","33.259","1196.34","FALSE","48.09","207.39","5.53",NA,"1181.1",NA,"FALSE","0","0"
"a1b1af","N208W   ","United States","1653417366","1653417366","-149.9562","61.241","175.26","FALSE","78.55","299.42","0.98",NA,"205.74",NA,"FALSE","0","0"
"ab2855","DAL195  ","United States","1653417366","1653417366","-84.0296","33.39","1882.14","FALSE","123.02","358.08","-6.18",NA,"1988.82",NA,"FALSE","0","1"
"4951d4","TAP861  ","Portugal","1653417366","1653417366","0.3018","43.6582","11887.2","FALSE","218.02","238.41","0",NA,"12039.6","5717","FALSE","0","4"
"4951d5","TAP1332 ","Portugal","1653417305","1653417365","-5.4424","42.4093","11567.16","FALSE","217.32","28.57","0",NA,"11772.9",NA,"FALSE","0","4"
"a041ea","","United States","1653417262","1653417318","-73.1243","44.9416","297.18","FALSE","37.41","211.5","3.9",NA,"373.38",NA,"FALSE","0","0"
"4951d6","TAP532P ","Portugal","1653417366","1653417366","5.6801","45.6784","10980.42","FALSE","258.3","41.85","0",NA,"11140.44","1000","FALSE","0","4"
"4951d7","TAP545W ","Portugal","1653417366","1653417366","-8.3167","40.21","10713.72","FALSE","240.9","223.44","-7.48",NA,"11087.1","4633","FALSE","0","1"
"4951d9","TAP579R ","Portugal","1653417366","1653417366","2.0799","48.8103","11277.6","FALSE","220.31","238.46","0.33",NA,"11346.18","2554","FALSE","0","1"
"3c0cdb","AYY162  ","Germany","1653417366","1653417366","-114.439","36.7648","10668","FALSE","219.28","39.48","-0.33",NA,"11041.38",NA,"FALSE","0","1"
"a34d73","TNV122  ","United States","1653417182","1653417186","-151.9324","58.3275","4297.68","FALSE","147.35","193.94","-5.2",NA,"4213.86",NA,"FALSE","0","0"
"ab284d","AAL1705 ","United States","1653417366","1653417367","-85.2186","31.5436","10363.2","FALSE","236.35","306.15","0.33",NA,"10858.5","1023","FALSE","0","1"
"3e1988","DIAWE   ","Germany","1653417365","1653417366","6.0324","49.8442","7010.4","FALSE","122.23","151.6","0",NA,"7018.02","1000","FALSE","0","0"
"aa55c0","SWA1318 ","United States","1653417366","1653417366","-109.9918","38.4804","10363.2","FALSE","231.4","245.71","0",NA,"10538.46","1407","FALSE","0","1"
"3944e7","AFR97NJ ","France","1653417366","1653417366","10.1022","44.498","9715.5","FALSE","212.89","310","12.03",NA,"9906","1000","FALSE","0","1"
"399452","VLJ859W ","France","1653417175","1653417175","-5.813","54.6671","373.38","FALSE","66.35","213.94","-3.25",NA,"396.24","7452","FALSE","0","0"
"48ca40","SAH59P  ","Poland","1653417366","1653417366","-0.2586","52.1359","2034.54","FALSE","126.09","178.36","-5.2",NA,"2026.92","3546","FALSE","0","0"
"40097e","BAW12HG ","United Kingdom","1653417366","1653417366","27.5651","41.9","8549.64","FALSE","175.38","302.66","6.5",NA,"8831.58","3241","FALSE","0","1"
"40097c","BAW875  ","United Kingdom","1653417366","1653417366","13.8556","48.7272","10988.04","FALSE","216.04","290.64","0",NA,"11216.64","4203","FALSE","0","1"
"a8e29c","DAL2564 ","United States","1653417366","1653417366","-81.6802","29.4237","7863.84","FALSE","248.4","343.52","7.48",NA,"8260.08",NA,"FALSE","0","5"
"a7c28d","N6A     ","United States","1653417353","1653417364","-78.7253","27.1585","11788.14","FALSE","208.33","32.91","4.23",NA,"12382.5",NA,"FALSE","0","3"
"a437da","DAL799  ","United States","1653417366","1653417366","-75.44","38.0971","10668","FALSE","249.94","29.47","-0.33",NA,"11132.82","5705","FALSE","0","0"
"3944f2","AFR55VY ","France","1653417366","1653417366","2.9284","49.0117","1226.82","FALSE","110.87","266.01","0",NA,"1226.82","1000","FALSE","0","1"
"aaa5ae","UAL2361 ","United States","1653417366","1653417366","-111.1126","32.7237","11277.6","FALSE","263.22","101.16","0",NA,"11673.84",NA,"FALSE","0","4"
"a3b76b","N339BV  ","United States","1653417238","1653417250","-105.8494","37.9167","10736.58","FALSE","243.07","210.53","2.6",NA,"10835.64",NA,"FALSE","0","0"
"aaee43","DAL131  ","United States","1653417367","1653417367","-76.8364","39.2859","12192","FALSE","209.46","231.58","-0.33",NA,"12641.58","3012","FALSE","0","1"
"a4bd2a","N404TD  ","United States","1653417366","1653417366","-74.0214","40.7411","198.12","FALSE","52.91","193.5","0.65",NA,"274.32","1200","FALSE","0","8"
"3944f7","AFR55ZU ","France","1653417366","1653417366","6.2707","43.549","3931.92","FALSE","178.47","110.94","-12.03",NA,"4015.74","1000","FALSE","0","1"
"a34119","DAL892  ","United States","1653417274","1653417286","-100.5873","41.6286","8534.4","FALSE","233.37","244.96","0",NA,"8679.18","2325","FALSE","0","1"
"a58103","AAL1998 ","United States","1653417359","1653417364","-122.3092","47.4464",NA,"TRUE","0","146.25",NA,NA,NA,"0510","FALSE","0","0"
"a39ab4","DAL2467 ","United States","1653417366","1653417366","-81.8226","31.5174","7810.5","FALSE","216.16","336.73","7.8",NA,"8191.5","7223","FALSE","0","1"
"a7c298","N6AL    ","United States","1653417366","1653417366","-70.9098","42.1496","388.62","FALSE","52.46","221.82","-0.65",NA,"457.2",NA,"FALSE","0","0"
"a39aa7","HGE1    ","United States","1653417365","1653417365","-86.2875","41.3158","5471.16","FALSE","168.85","310.92","-7.48",NA,"5638.8","1366","FALSE","0","2"
"a1aab8","N2060U  ","United States","1653417366","1653417366","-118.1869","33.724","1219.2","FALSE","40.68","99.46","0.65",NA,"1173.48",NA,"FALSE","0","0"
"ae1ea5","LYRE71  ","United States","1653417366","1653417366","-98.3265","29.4648","624.84","FALSE","115.14","329.08","0.98",NA,"571.5",NA,"FALSE","0","0"
"ab0e4c","AAL2393 ","United States","1653417365","1653417366","-104.3018","34.6539","10972.8","FALSE","225.43","307.21","-0.33",NA,"11125.2",NA,"FALSE","0","1"
"a054fb","N120PD  ","United States","1653417366","1653417366","-106.7411","35.1525","1775.46","FALSE","37.59","272.35","-0.65",NA,"1752.6",NA,"FALSE","0","0"
"400981","BAW13MR ","United Kingdom","1653417366","1653417366","1.3027","50.4757","9029.7","FALSE","198.53","318.05","-7.15",NA,"9029.7","4066","FALSE","0","1"
"aa9e28","SWA9009 ","United States","1653417365","1653417365","-90.4214","38.7656","228.6","FALSE","67.95","122.01","-3.58",NA,"236.22","0503","FALSE","0","0"
"400980","BAW598D ","United Kingdom","1653417365","1653417366","1.7853","49.0794","10683.24","FALSE","247.65","144.73","0",NA,"10721.34","1156","FALSE","0","1"
"4951b7","TAP1243 ","Portugal","1653417366","1653417366","7.3349","47.1713","11269.98","FALSE","200.45","224.27","0.33",NA,"11414.76","3567","FALSE","0","1"
"3d33da","DERWS   ","Germany","1653417269","1653417271","8.5269","53.035","236.22","FALSE","38.67","326.94","-3.9",NA,"236.22","7000","FALSE","0","0"
"a71d35","N558AT  ","United States","1653417365","1653417366","-81.7126","28.7886","2385.06","FALSE","70.23","226.48","2.28",NA,"2514.6",NA,"FALSE","0","2"
"c033a0","SWG731  ","Canada","1653417365","1653417366","-80.6961","40.0588","11277.6","FALSE","247.81","25.71","0.33",NA,"11689.08","6710","FALSE","0","1"
"a46d29","UAL248  ","United States","1653417365","1653417365","-93.1122","42.1374","9753.6","FALSE","204.33","260.73","0",NA,"9997.44","7306","FALSE","0","4"
"a46d26","UAL1407 ","United States","1653417329","1653417346","-80.7695","34.3685","9753.6","FALSE","235.32","199.94","0",NA,"10226.04","1105","TRUE","0","4"
"a557fe","RPA4656 ","United States","1653417285","1653417319","-86.436","36.3954","1165.86","FALSE","136.33","248.76","-7.48",NA,"1219.2","6752","FALSE","0","4"
"a3b796","DAL683  ","United States","1653417366","1653417366","-106.6121","35.7123","10066.02","FALSE","239.04","63.27","0",NA,"10157.46",NA,"FALSE","0","4"
"a2ddac","ENY4068 ","United States","1653417366","1653417366","-96.3239","32.9048","5577.84","FALSE","212.12","85.41","11.38",NA,"5753.1","6233","FALSE","0","0"
"a64ab0","XOJ504  ","United States","1653417366","1653417366","-80.9274","28.325","12428.22","FALSE","245.25","340.01","4.88",NA,"13030.2","3733","FALSE","0","4"
"a5810d","AWI3835 ","United States","1653417366","1653417366","-87.8461","38.8743","9753.6","FALSE","187.73","184.09","0",NA,"10142.22",NA,"FALSE","0","0"
"a161d4","N1888   ","United States","1653417320","1653417361","-122.1146","37.6541",NA,"TRUE","0","109.69",NA,NA,NA,NA,"FALSE","0","0"
"a24782","ENY4066 ","United States","1653417366","1653417366","-111.9812","33.3008","10972.8","FALSE","191.73","282.4","-0.33",NA,"11376.66",NA,"FALSE","0","4"
"aaf53a","JBU788  ","United States","1653417364","1653417366","-68.2581","31.6436","10370.82","FALSE","225.9","348.31","0",NA,"10858.5",NA,"FALSE","0","1"
"a1d7f7","N218HP  ","United States","1653417366","1653417366","-93.1359","46.4442","5250.18","FALSE","158.03","58.17","0",NA,"5295.9",NA,"FALSE","0","2"
"a4d773","OXF6514 ","United States","1653417108","1653417108","-111.7265","33.4635","472.44","FALSE","28.92","231.5","-3.9",NA,"419.1",NA,"FALSE","0","0"
"a52ad2","LBQ900  ","United States","1653417366","1653417366","-76.1951","40.4839","883.92","FALSE","74.1","125.68","0",NA,"960.12",NA,"FALSE","0","0"
"ab5bd4","SWA2625 ","United States","1653417366","1653417366","-122.283","37.7473","563.88","FALSE","117.85","310.57","3.25",NA,"541.02","3227","FALSE","0","1"
"abd8e4","SWA741  ","United States","1653417366","1653417366","-76.7599","39.1788","297.18","FALSE","65.92","92.68","-2.93",NA,"365.76","2326","FALSE","0","1"
"488d78","BNI5V   ","Poland","1653417366","1653417366","9.6223","52.9895","7421.88","FALSE","133.81","187.29","4.88",NA,"7414.26","1115","FALSE","0","0"
"c059df","CGIAW   ","Canada","1653417365","1653417365","-90.3051","46.9524","11269.98","FALSE","278.04","112.86","0.33",NA,"11376.66","0251","FALSE","0","3"
